region,succ_name,firstCat,source,target,value
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Eau-de-vie,23
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Absinthe,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Vodka,94
Lanaudière,Repentigny - Boul. Brien,Champagne et mousseux,Champagne et mousseux,Vin mousseux,103
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Liqueur et Crème,170
Lanaudière,Repentigny - Boul. Brien,Apéritif,Apéritif,Apéritif à base de gentiane,9
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Rhum,91
Lanaudière,Repentigny - Boul. Brien,Champagne et mousseux,Champagne et mousseux,Champagne,63
Lanaudière,Repentigny - Boul. Brien,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,57
Lanaudière,Repentigny - Boul. Brien,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,18
Lanaudière,Repentigny - Boul. Brien,Vin de dessert,Vin de dessert,,7
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Téquila,23
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Alcool anisé,10
Lanaudière,Repentigny - Boul. Brien,Vin,Vin,Vin rosé,60
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière dorée,15
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Cognac et brandy,44
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Porto,40
Lanaudière,Repentigny - Boul. Brien,Champagne et mousseux,Champagne et mousseux,Champagne rosé,7
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,6
Lanaudière,Repentigny - Boul. Brien,Cidre,Cidre,Cidre mousseux,36
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Vermouth,11
Lanaudière,Repentigny - Boul. Brien,Poiré,Poiré,Poiré mousseux,2
Lanaudière,Repentigny - Boul. Brien,Cidre,Cidre,Cidre aromatisé,1
Lanaudière,Repentigny - Boul. Brien,Cidre,Cidre,Cidre de glace,6
Lanaudière,Repentigny - Boul. Brien,Cidre,Cidre,Cidre fort,2
Lanaudière,Repentigny - Boul. Brien,Cidre,Cidre,Vermouth,1
Lanaudière,Repentigny - Boul. Brien,Apéritif,Apéritif,Boisson aromatisée,3
Lanaudière,Repentigny - Boul. Brien,Vin de dessert,Vin de dessert,Vin de glace,5
Lanaudière,Repentigny - Boul. Brien,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,6
Lanaudière,Repentigny - Boul. Brien,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Spiritueux,Alcool,2
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Madère,1
Lanaudière,Repentigny - Boul. Brien,Hydromel,Hydromel,Hydromel,2
Lanaudière,Repentigny - Boul. Brien,Hydromel,Hydromel,Hydromel aromatisé,1
Lanaudière,Repentigny - Boul. Brien,Apéritif,Apéritif,Apéritif à base de vin,9
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,,6
Lanaudière,Repentigny - Boul. Brien,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière blonde,27
Lanaudière,Repentigny - Boul. Brien,Article non alcoolisé,Article non alcoolisé,Accessoires,5
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière blanche,4
Lanaudière,Repentigny - Boul. Brien,Apéritif,Apéritif,Vin apéritif,4
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière rouge,4
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Lanaudière,Repentigny - Boul. Brien,Vin de dessert,Vin de dessert,Sauternes,6
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière noire,6
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière ambrée,3
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Muscat,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Banyuls,4
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Floc de Gascogne,1
Lanaudière,Repentigny - Boul. Brien,Apéritif,Apéritif,,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière brune,5
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière rousse,2
Lanaudière,Repentigny - Boul. Brien,Saké,Saké,Saké Junmai,1
Lanaudière,Repentigny - Boul. Brien,Saké,Saké,Saké Fuutsu-shu,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto et vin fortifié,Maury,2
Lanaudière,Repentigny - Boul. Brien,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière,Bière jaune,1
Lanaudière,Repentigny - Boul. Brien,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Gin,Dry gin,109
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Scotch single malt,52
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Vodka,Vodka,70
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Vodka,Vodka aromatisée,24
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Crème,25
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur amère,13
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum ambré,35
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Poire Williams,2
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum aromatisé,6
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum épicé,21
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum blanc,12
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Scotch blended,28
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum agricole,5
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur de café,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Whiskey américain,20
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur de fruit,33
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Alcool anisé,Pastis,7
Lanaudière,Repentigny - Boul. Brien,Bière,Bière dorée,Bière ale,7
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur d'herbe,9
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Gin,Dry gin aromatisé,25
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Calvados,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Whiskey irlandais,8
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Boisson alcoolisée,10
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Porto blanc,4
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Porto rouge,3
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny,2
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny - 10 ans,9
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny - 20 ans,5
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Whisky canadien,30
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Téquila,Téquila dorée,5
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,10
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Brandy,17
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Vermouth,Vermouth rouge,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,7
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur,33
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Cognac V.S.,5
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur de menthe,8
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Gin,Genièvre,6
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum brun,11
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,8
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Whisky de grain,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie d'érable,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Brandy de fruit,2
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Gin,Genièvre aromatisé,3
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Boisson à l'érable,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Brandy de pomme,2
Lanaudière,Repentigny - Boul. Brien,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Boisson aux fruits,10
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,LBV,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Cognac et brandy,Cognac X.O.,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur d'anis,4
Lanaudière,Repentigny - Boul. Brien,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Vermouth,Vermouth blanc,7
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur de pomme,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Pisco,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Grappa,2
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie de pomme,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Whisky,5
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie aromatisée,2
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Rhum,Rhum doré,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière blonde,Bière lager,20
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny (colheita),3
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Scotch blended malt,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière blanche,Bière ale,4
Lanaudière,Repentigny - Boul. Brien,Bière,Bière rouge,Bière spontanée,4
Lanaudière,Repentigny - Boul. Brien,Bière,Bière dorée,Bière spontanée,5
Lanaudière,Repentigny - Boul. Brien,Bière,Bière blonde,Bière ale,7
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie de raisin,3
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Porto rosé,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny - 30 ans,3
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Tawny - 40 ans,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Alcool anisé,Ouzo,2
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes rouge,2
Lanaudière,Repentigny - Boul. Brien,Bière,Bière noire,Bière ale,6
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Ruby,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière ambrée,Bière ale,3
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Kirsh,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Muscat,Muscat de Rivesaltes,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Banyuls,Banyuls,4
Lanaudière,Repentigny - Boul. Brien,Bière,Bière brune,Bière ale,5
Lanaudière,Repentigny - Boul. Brien,Bière,Bière rousse,Bière lager,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Alcool anisé,Arak,1
Lanaudière,Repentigny - Boul. Brien,Porto et vin fortifié,Porto,Vintage,4
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Scotch et whisky,Scotch pure malt,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière jaune,Bière spontanée,1
Lanaudière,Repentigny - Boul. Brien,Spiritueux,Eau-de-vie,Eau-de-vie de marc,1
Lanaudière,Repentigny - Boul. Brien,Bière,Bière dorée,Bière lager,3
Lanaudière,Repentigny - Boul. Brien,Bière,Bière rousse,Bière ale,1
Montérégie,Valleyfield - Ch. Larocque,Vin,Vin,Vin rouge,498
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Gin,56
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Vodka,47
Montérégie,Valleyfield - Ch. Larocque,Vin,Vin,Vin blanc,270
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Liqueur et Crème,100
Montérégie,Valleyfield - Ch. Larocque,Apéritif,Apéritif,Apéritif à base de gentiane,6
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Rhum,57
Montérégie,Valleyfield - Ch. Larocque,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,49
Montérégie,Valleyfield - Ch. Larocque,Vin de dessert,Vin de dessert,,2
Montérégie,Valleyfield - Ch. Larocque,Vin,Vin,Vin rosé,27
Montérégie,Valleyfield - Ch. Larocque,Champagne et mousseux,Champagne et mousseux,Vin mousseux,26
Montérégie,Valleyfield - Ch. Larocque,Champagne et mousseux,Champagne et mousseux,Champagne,14
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Cognac et brandy,20
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Scotch et whisky,50
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,Porto,11
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Téquila,10
Montérégie,Valleyfield - Ch. Larocque,Champagne et mousseux,Champagne et mousseux,Champagne rosé,4
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,2
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Cidre mousseux,11
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Cidre léger,1
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,Vermouth,7
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Cidre liquoreux,1
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Cidre aromatisé,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Alcool anisé,3
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Absinthe,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Eau-de-vie,3
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Cidre de glace,4
Montérégie,Valleyfield - Ch. Larocque,Cidre,Cidre,Vermouth,1
Montérégie,Valleyfield - Ch. Larocque,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,3
Montérégie,Valleyfield - Ch. Larocque,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,3
Montérégie,Valleyfield - Ch. Larocque,Poiré,Poiré,Poiré de glace,1
Montérégie,Valleyfield - Ch. Larocque,Poiré,Poiré,Poiré mousseux,1
Montérégie,Valleyfield - Ch. Larocque,Saké,Saké,Saké Fuutsu-shu,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Spiritueux,Alcool,1
Montérégie,Valleyfield - Ch. Larocque,Hydromel,Hydromel,Hydromel,1
Montérégie,Valleyfield - Ch. Larocque,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,6
Montérégie,Valleyfield - Ch. Larocque,Vin de dessert,Vin de dessert,Vin de glace,1
Montérégie,Valleyfield - Ch. Larocque,Apéritif,Apéritif,Apéritif à base de vin,4
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,,3
Montérégie,Valleyfield - Ch. Larocque,Poiré,Poiré,Poiré fort,1
Montérégie,Valleyfield - Ch. Larocque,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montérégie,Valleyfield - Ch. Larocque,Article non alcoolisé,Article non alcoolisé,Accessoires,2
Montérégie,Valleyfield - Ch. Larocque,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,2
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière,Bière blonde,10
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière,Bière noire,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière,Bière blanche,2
Montérégie,Valleyfield - Ch. Larocque,Saké,Saké,Saké Junmai,1
Montérégie,Valleyfield - Ch. Larocque,Saké,Saké,Saké Junmai-ginjo,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière,Bière dorée,4
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière,Bière brune,1
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,1
Montérégie,Valleyfield - Ch. Larocque,Article non alcoolisé,Article non alcoolisé,Sac et emballage,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Gin,Dry gin,44
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Vodka,Vodka,39
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Vodka,Vodka aromatisée,8
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Crème,19
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum ambré,16
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum épicé,18
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum blanc,11
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum agricole,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur de café,3
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur de fruit,17
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Cognac et brandy,Calvados,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Scotch et whisky,Whiskey américain,9
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Porto blanc,1
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Tawny,2
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Tawny - 10 ans,3
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur amère,4
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Scotch et whisky,Whisky canadien,14
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum brun,8
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Boisson alcoolisée,4
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Téquila,Téquila dorée,3
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Cognac et brandy,Brandy,11
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Vermouth,Vermouth rouge,4
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,4
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur,21
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Cognac et brandy,Cognac V.S.,5
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur de menthe,7
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Gin,Genièvre,5
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,3
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Gin,Dry gin aromatisé,7
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Alcool anisé,Pastis,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Eau-de-vie,Eau-de-vie d'érable,1
Montérégie,Valleyfield - Ch. Larocque,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Boisson aux fruits,7
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Scotch et whisky,Scotch single malt,15
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Scotch et whisky,Scotch blended,9
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Boisson à l'érable,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Scotch et whisky,Whiskey irlandais,2
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur d'anis,4
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Vermouth,Vermouth blanc,3
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Cognac et brandy,Brandy de pomme,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Eau-de-vie,Grappa,1
Montérégie,Valleyfield - Ch. Larocque,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum aromatisé,1
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,LBV,2
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Tawny - 20 ans,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Rhum,Rhum doré,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Alcool anisé,Ouzo,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur de pomme,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur d'herbe,4
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Porto rouge,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière blonde,Bière lager,7
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière noire,Bière ale,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Eau-de-vie,Kirsh,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière blonde,Bière ale,3
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière blanche,Bière ale,2
Montérégie,Valleyfield - Ch. Larocque,Porto et vin fortifié,Porto,Tawny - 30 ans,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière dorée,Bière ale,2
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière brune,Bière ale,1
Montérégie,Valleyfield - Ch. Larocque,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Montérégie,Valleyfield - Ch. Larocque,Bière,Bière dorée,Bière lager,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Vin,Vin,Vin rouge,285
Outaouais,Fermé - Gatineau - Promenade du Portage,Vin,Vin,Vin blanc,120
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Scotch et whisky,52
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Vodka,34
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Liqueur et Crème,51
Outaouais,Fermé - Gatineau - Promenade du Portage,Apéritif,Apéritif,Apéritif à base de gentiane,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Rhum,45
Outaouais,Fermé - Gatineau - Promenade du Portage,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,22
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Gin,27
Outaouais,Fermé - Gatineau - Promenade du Portage,Vin,Vin,Vin rosé,28
Outaouais,Fermé - Gatineau - Promenade du Portage,Champagne et mousseux,Champagne et mousseux,Vin mousseux,22
Outaouais,Fermé - Gatineau - Promenade du Portage,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Cognac et brandy,21
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto et vin fortifié,Porto,6
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Téquila,7
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto et vin fortifié,Vermouth,6
Outaouais,Fermé - Gatineau - Promenade du Portage,Cidre,Cidre,Cidre aromatisé,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Eau-de-vie,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Cidre,Cidre,Cidre de glace,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Cidre,Cidre,Cidre mousseux,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Champagne et mousseux,Champagne et mousseux,Champagne,9
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Alcool,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Hydromel,Hydromel,Hydromel,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Vin de dessert,Vin de dessert,Vin de glace,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Spiritueux,Alcool anisé,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto et vin fortifié,,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Apéritif,Apéritif,Apéritif à base de vin,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière,Bière blonde,11
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière,Bière ambrée,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière,Bière blanche,1
