region,succ_name,firstCat,source,target,value
Outaouais,Fermé - Gatineau - Promenade du Portage,Article non alcoolisé,Article non alcoolisé,Accessoires,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto et vin fortifié,Muscat,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Champagne et mousseux,Champagne et mousseux,Champagne rosé,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Saké,Saké,Saké Junmai,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Article non alcoolisé,Article non alcoolisé,Sac et emballage,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Scotch single malt,10
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Vodka,Vodka,29
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Vodka,Vodka aromatisée,5
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Crème,10
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum ambré,13
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum épicé,14
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum blanc,9
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Gin,Dry gin,22
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Cognac et brandy,Calvados,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Whiskey américain,11
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto,Porto blanc,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto,Tawny,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur amère,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Whisky canadien,15
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum brun,6
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Cognac et brandy,Brandy,11
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Scotch blended,11
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Vermouth,Vermouth rouge,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur,9
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Cognac et brandy,Cognac V.S.,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Téquila,Téquila dorée,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Gin,Genièvre,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur de menthe,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur de fruit,9
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Whisky de grain,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Eau-de-vie,Eau-de-vie d'érable,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur d'herbe,5
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Boisson aux fruits,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Gin,Dry gin aromatisé,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,5
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Boisson à l'érable,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Scotch et whisky,Whiskey irlandais,4
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Boisson alcoolisée,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Vermouth,Vermouth blanc,3
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Eau-de-vie,Pisco,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto,Tawny - 10 ans,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Liqueur et Crème,Liqueur de café,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Alcool anisé,Pastis,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum aromatisé,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Spiritueux,Rhum,Rhum agricole,2
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Porto,LBV,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière blonde,Bière lager,9
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière ambrée,Bière ale,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière blanche,Bière ale,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Porto et vin fortifié,Muscat,Muscat de Rivesaltes,1
Outaouais,Fermé - Gatineau - Promenade du Portage,Bière,Bière blonde,Bière ale,2
Lanaudière,Le Gardeur,Vin,Vin,Vin rouge,609
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Gin,59
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Scotch et whisky,45
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Vodka,39
Lanaudière,Le Gardeur,Vin,Vin,Vin blanc,274
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Liqueur et Crème,76
Lanaudière,Le Gardeur,Apéritif,Apéritif,Apéritif à base de gentiane,3
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Rhum,52
Lanaudière,Le Gardeur,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,34
Lanaudière,Le Gardeur,Vin,Vin,Vin rosé,28
Lanaudière,Le Gardeur,Champagne et mousseux,Champagne et mousseux,Vin mousseux,37
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,Porto,11
Lanaudière,Le Gardeur,Vin de dessert,Vin de dessert,,3
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Téquila,10
Lanaudière,Le Gardeur,Champagne et mousseux,Champagne et mousseux,Champagne,15
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,3
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Cognac et brandy,18
Lanaudière,Le Gardeur,Cidre,Cidre,Cidre mousseux,19
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,Vermouth,6
Lanaudière,Le Gardeur,Poiré,Poiré,Poiré mousseux,1
Lanaudière,Le Gardeur,Cidre,Cidre,Cidre aromatisé,1
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Alcool anisé,4
Lanaudière,Le Gardeur,Cidre,Cidre,Cidre fort,2
Lanaudière,Le Gardeur,Cidre,Cidre,Cidre de glace,3
Lanaudière,Le Gardeur,Cidre,Cidre,Vermouth,1
Lanaudière,Le Gardeur,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,5
Lanaudière,Le Gardeur,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,2
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Alcool,1
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,,1
Lanaudière,Le Gardeur,Vin de dessert,Vin de dessert,Vin de glace,3
Lanaudière,Le Gardeur,Hydromel,Hydromel,Hydromel,1
Lanaudière,Le Gardeur,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,7
Lanaudière,Le Gardeur,Champagne et mousseux,Champagne et mousseux,Champagne rosé,1
Lanaudière,Le Gardeur,Apéritif,Apéritif,Apéritif à base de vin,4
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,,2
Lanaudière,Le Gardeur,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Lanaudière,Le Gardeur,Bière,Bière,Bière blonde,17
Lanaudière,Le Gardeur,Bière,Bière,Bière rousse,1
Lanaudière,Le Gardeur,Bière,Bière,Bière dorée,4
Lanaudière,Le Gardeur,Bière,Bière,Bière blanche,4
Lanaudière,Le Gardeur,Bière,Bière,Bière ambrée,5
Lanaudière,Le Gardeur,Article non alcoolisé,Article non alcoolisé,Accessoires,3
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Lanaudière,Le Gardeur,Bière,Bière,Bière noire,3
Lanaudière,Le Gardeur,Spiritueux,Spiritueux,Eau-de-vie,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto et vin fortifié,Banyuls,1
Lanaudière,Le Gardeur,Saké,Saké,Saké Junmai,1
Lanaudière,Le Gardeur,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Lanaudière,Le Gardeur,Spiritueux,Gin,Dry gin,45
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Scotch single malt,9
Lanaudière,Le Gardeur,Spiritueux,Vodka,Vodka,32
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Crème,19
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur amère,2
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum ambré,17
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum épicé,19
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum blanc,8
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Scotch blended,11
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur de café,1
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur de fruit,14
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Porto blanc,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Porto rouge,1
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Tawny,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Tawny - 10 ans,2
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Whisky canadien,12
Lanaudière,Le Gardeur,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,3
Lanaudière,Le Gardeur,Spiritueux,Cognac et brandy,Brandy,9
Lanaudière,Le Gardeur,Porto et vin fortifié,Vermouth,Vermouth rouge,3
Lanaudière,Le Gardeur,Spiritueux,Vodka,Vodka aromatisée,7
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur,13
Lanaudière,Le Gardeur,Spiritueux,Cognac et brandy,Cognac V.S.,3
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur de menthe,4
Lanaudière,Le Gardeur,Spiritueux,Téquila,Téquila dorée,3
Lanaudière,Le Gardeur,Spiritueux,Gin,Genièvre,4
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,7
Lanaudière,Le Gardeur,Spiritueux,Gin,Dry gin aromatisé,9
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Whisky de grain,2
Lanaudière,Le Gardeur,Spiritueux,Alcool anisé,Pastis,4
Lanaudière,Le Gardeur,Spiritueux,Gin,Genièvre aromatisé,1
Lanaudière,Le Gardeur,Spiritueux,Cognac et brandy,Brandy de pomme,1
Lanaudière,Le Gardeur,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,3
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum brun,5
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Boisson à l'érable,1
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Whiskey américain,8
Lanaudière,Le Gardeur,Spiritueux,Scotch et whisky,Whiskey irlandais,3
Lanaudière,Le Gardeur,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,5
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur d'anis,2
Lanaudière,Le Gardeur,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Boisson alcoolisée,2
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Vermouth,Vermouth blanc,3
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Boisson aux fruits,6
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum aromatisé,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,LBV,1
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Tawny - 20 ans,1
Lanaudière,Le Gardeur,Bière,Bière blonde,Bière lager,13
Lanaudière,Le Gardeur,Bière,Bière rousse,Bière ale,1
Lanaudière,Le Gardeur,Bière,Bière dorée,Bière ale,3
Lanaudière,Le Gardeur,Bière,Bière blanche,Bière ale,4
Lanaudière,Le Gardeur,Bière,Bière ambrée,Bière ale,5
Lanaudière,Le Gardeur,Bière,Bière dorée,Bière spontanée,1
Lanaudière,Le Gardeur,Spiritueux,Rhum,Rhum doré,1
Lanaudière,Le Gardeur,Porto et vin fortifié,Porto,Tawny - 30 ans,2
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur de pomme,1
Lanaudière,Le Gardeur,Spiritueux,Liqueur et Crème,Liqueur d'herbe,2
Lanaudière,Le Gardeur,Bière,Bière noire,Bière ale,3
Lanaudière,Le Gardeur,Spiritueux,Eau-de-vie,Kirsh,2
Lanaudière,Le Gardeur,Porto et vin fortifié,Banyuls,Banyuls,1
Lanaudière,Le Gardeur,Bière,Bière blonde,Bière ale,4
Montérégie,Huntingdon,Vin,Vin,Vin rouge,280
Montérégie,Huntingdon,Spiritueux,Spiritueux,Gin,33
Montérégie,Huntingdon,Spiritueux,Spiritueux,Scotch et whisky,57
Montérégie,Huntingdon,Spiritueux,Spiritueux,Vodka,33
Montérégie,Huntingdon,Vin,Vin,Vin blanc,190
Montérégie,Huntingdon,Spiritueux,Spiritueux,Liqueur et Crème,96
Montérégie,Huntingdon,Apéritif,Apéritif,Apéritif à base de gentiane,2
Montérégie,Huntingdon,Spiritueux,Spiritueux,Rhum,43
Montérégie,Huntingdon,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,45
Montérégie,Huntingdon,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,5
Montérégie,Huntingdon,Vin de dessert,Vin de dessert,,2
Montérégie,Huntingdon,Spiritueux,Spiritueux,Téquila,8
Montérégie,Huntingdon,Vin,Vin,Vin rosé,22
Montérégie,Huntingdon,Champagne et mousseux,Champagne et mousseux,Vin mousseux,20
Montérégie,Huntingdon,Spiritueux,Spiritueux,Cognac et brandy,18
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,Porto,10
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,3
Montérégie,Huntingdon,Cidre,Cidre,Cidre mousseux,9
Montérégie,Huntingdon,Cidre,Cidre,Cidre léger,1
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,Vermouth,4
Montérégie,Huntingdon,Cidre,Cidre,Cidre aromatisé,1
Montérégie,Huntingdon,Poiré,Poiré,Poiré de glace,1
Montérégie,Huntingdon,Cidre,Cidre,Cidre de glace,3
Montérégie,Huntingdon,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,4
Montérégie,Huntingdon,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Montérégie,Huntingdon,Poiré,Poiré,Poiré mousseux,1
Montérégie,Huntingdon,Spiritueux,Spiritueux,Alcool,1
Montérégie,Huntingdon,Hydromel,Hydromel,Hydromel,1
Montérégie,Huntingdon,Vin de dessert,Vin de dessert,Vin de glace,1
Montérégie,Huntingdon,Champagne et mousseux,Champagne et mousseux,Champagne,5
Montérégie,Huntingdon,Spiritueux,Spiritueux,Alcool anisé,2
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,,1
Montérégie,Huntingdon,Apéritif,Apéritif,Apéritif à base de vin,3
Montérégie,Huntingdon,Cidre,Cidre,Cidre traditionnel,1
Montérégie,Huntingdon,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montérégie,Huntingdon,Bière,Bière,Bière blonde,16
Montérégie,Huntingdon,Bière,Bière,Bière dorée,2
Montérégie,Huntingdon,Article non alcoolisé,Article non alcoolisé,Accessoires,3
Montérégie,Huntingdon,Bière,Bière,Bière ambrée,2
Montérégie,Huntingdon,Bière,Bière,Bière blanche,1
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montérégie,Huntingdon,Spiritueux,Spiritueux,Eau-de-vie,1
Montérégie,Huntingdon,Champagne et mousseux,Champagne et mousseux,Champagne rosé,1
Montérégie,Huntingdon,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,1
Montérégie,Huntingdon,Article non alcoolisé,Article non alcoolisé,Sac et emballage,2
Montérégie,Huntingdon,Bière,Bière,Bière noire,1
Montérégie,Huntingdon,Spiritueux,Gin,Dry gin,25
Montérégie,Huntingdon,Spiritueux,Scotch et whisky,Scotch single malt,11
Montérégie,Huntingdon,Spiritueux,Vodka,Vodka,29
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Crème,21
Montérégie,Huntingdon,Spiritueux,Rhum,Rhum ambré,11
Montérégie,Huntingdon,Spiritueux,Rhum,Rhum aromatisé,2
Montérégie,Huntingdon,Spiritueux,Rhum,Rhum épicé,15
Montérégie,Huntingdon,Spiritueux,Rhum,Rhum blanc,9
Montérégie,Huntingdon,Spiritueux,Scotch et whisky,Scotch blended,13
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur de fruit,19
Montérégie,Huntingdon,Spiritueux,Cognac et brandy,Calvados,1
Montérégie,Huntingdon,Spiritueux,Scotch et whisky,Whiskey américain,12
Montérégie,Huntingdon,Spiritueux,Scotch et whisky,Whiskey irlandais,5
Montérégie,Huntingdon,Porto et vin fortifié,Porto,Porto blanc,1
Montérégie,Huntingdon,Porto et vin fortifié,Porto,Tawny,2
Montérégie,Huntingdon,Porto et vin fortifié,Porto,Tawny - 10 ans,3
Montérégie,Huntingdon,Porto et vin fortifié,Porto,Tawny - 20 ans,2
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur amère,2
Montérégie,Huntingdon,Spiritueux,Scotch et whisky,Whisky canadien,16
Montérégie,Huntingdon,Spiritueux,Rhum,Rhum brun,6
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Boisson alcoolisée,6
Montérégie,Huntingdon,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,3
Montérégie,Huntingdon,Spiritueux,Cognac et brandy,Brandy,11
Montérégie,Huntingdon,Porto et vin fortifié,Vermouth,Vermouth rouge,2
Montérégie,Huntingdon,Spiritueux,Vodka,Vodka aromatisée,4
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,4
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur,18
Montérégie,Huntingdon,Spiritueux,Cognac et brandy,Cognac V.S.,4
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur de menthe,6
Montérégie,Huntingdon,Spiritueux,Téquila,Téquila dorée,3
Montérégie,Huntingdon,Spiritueux,Gin,Genièvre,3
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,4
Montérégie,Huntingdon,Spiritueux,Gin,Dry gin aromatisé,5
Montérégie,Huntingdon,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,3
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur d'herbe,4
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Boisson aux fruits,7
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Boisson à l'érable,1
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur de café,1
Montérégie,Huntingdon,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,2
Montérégie,Huntingdon,Porto et vin fortifié,Vermouth,Vermouth blanc,2
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur d'anis,2
Montérégie,Huntingdon,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,1
Montérégie,Huntingdon,Spiritueux,Alcool anisé,Pastis,2
Montérégie,Huntingdon,Porto et vin fortifié,Porto,LBV,1
Montérégie,Huntingdon,Bière,Bière blonde,Bière lager,12
Montérégie,Huntingdon,Bière,Bière dorée,Bière ale,2
Montérégie,Huntingdon,Bière,Bière ambrée,Bière ale,2
Montérégie,Huntingdon,Bière,Bière blanche,Bière ale,1
Montérégie,Huntingdon,Bière,Bière blonde,Bière ale,4
Montérégie,Huntingdon,Porto et vin fortifié,Porto,Porto rouge,1
Montérégie,Huntingdon,Spiritueux,Eau-de-vie,Kirsh,1
Montérégie,Huntingdon,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Montérégie,Huntingdon,Bière,Bière noire,Bière ale,1
Montréal,Place Vertu,Vin,Vin,Vin rouge,564
Montréal,Place Vertu,Spiritueux,Spiritueux,Scotch et whisky,87
Montréal,Place Vertu,Spiritueux,Spiritueux,Gin,35
Montréal,Place Vertu,Spiritueux,Spiritueux,Vodka,65
Montréal,Place Vertu,Vin,Vin,Vin blanc,278
Montréal,Place Vertu,Spiritueux,Spiritueux,Liqueur et Crème,53
Montréal,Place Vertu,Apéritif,Apéritif,Apéritif à base de gentiane,2
Montréal,Place Vertu,Spiritueux,Spiritueux,Rhum,44
Montréal,Place Vertu,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,42
Montréal,Place Vertu,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,7
Montréal,Place Vertu,Vin de dessert,Vin de dessert,,4
Montréal,Place Vertu,Vin,Vin,Vin rosé,30
Montréal,Place Vertu,Champagne et mousseux,Champagne et mousseux,Vin mousseux,30
Montréal,Place Vertu,Champagne et mousseux,Champagne et mousseux,Champagne,22
Montréal,Place Vertu,Porto et vin fortifié,Porto et vin fortifié,Porto,14
Montréal,Place Vertu,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,1
Montréal,Place Vertu,Spiritueux,Spiritueux,Téquila,12
Montréal,Place Vertu,Spiritueux,Spiritueux,Cognac et brandy,24
Montréal,Place Vertu,Cidre,Cidre,Cidre mousseux,7
Montréal,Place Vertu,Porto et vin fortifié,Porto et vin fortifié,Vermouth,6
